title,heading,content,tokens,context,questions,answers
2016 CONCACAF Women's Olympic Qualifying Championship qualification,Summary,"The 2016 CONCACAF Women's Olympic Qualifying Championship qualification was a women's football competition which decided the participating teams of the 2016 CONCACAF Women's Olympic Qualifying Championship.
A total of eight teams qualified to play in the final tournament, where the berths were allocated to the three regional zones as follows:

Three teams from the North American Zone (NAFU), i.e., Canada, Mexico and the hosts United States, who all qualified automatically
Two teams from the Central American Zone (UNCAF)
Three teams from the Caribbean Zone (CFU)
The top two teams of the final tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil.",144,"2016 CONCACAF Women's Olympic Qualifying Championship qualification
Summary

The 2016 CONCACAF Women's Olympic Qualifying Championship qualification was a women's football competition which decided the participating teams of the 2016 CONCACAF Women's Olympic Qualifying Championship.
A total of eight teams qualified to play in the final tournament, where the berths were allocated to the three regional zones as follows:

Three teams from the North American Zone (NAFU), i.e., Canada, Mexico and the hosts United States, who all qualified automatically
Two teams from the Central American Zone (UNCAF)
Three teams from the Caribbean Zone (CFU)
The top two teams of the final tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil.",1.What were the criteria for teams to qualify for the 2016 CONCACAF Women's Olympic Qualifying Championship?,"1.Teams could qualify for the 2016 CONCACAF Women's Olympic Qualifying Championship through the following criteria:

- Three teams from the North American Zone (NAFU) qualified automatically: Canada, Mexico, and the hosts United States.
- Two teams from the Central American Zone (UNCAF) qualified.
- Three teams from the Caribbean Zone (CFU) qualified."
2016 CONCACAF Women's Olympic Qualifying Championship qualification,Teams,"A total of 23 CONCACAF member national teams entered the tournament. Among them, three teams qualified automatically for the final tournament, and 20 teams entered the regional qualifying competitions.

Notes",41,"2016 CONCACAF Women's Olympic Qualifying Championship qualification
Teams

A total of 23 CONCACAF member national teams entered the tournament. Among them, three teams qualified automatically for the final tournament, and 20 teams entered the regional qualifying competitions.

Notes",1.**Question:** How many CONCACAF member national teams entered the regional qualifying competitions for the 2016 CONCACAF Women's Olympic Qualifying Championship?,1.20 teams entered the regional qualifying competitions for the 2016 CONCACAF Women's Olympic Qualifying Championship.
2016 CONCACAF Women's Olympic Qualifying Championship squads,Summary,"The 2016 CONCACAF Women's Olympic Qualifying Championship was an international football tournament that was held in the United States between 10 and 21 February 2016. The 8 national teams involved in the tournament were required to register a squad of 20 players; only players in these squads were eligible to take part in the tournament.
Players marked (c) were named as captain for their national squad. Totals for caps and goals, club affiliations, and ages are as of the opening day of the tournament on 10 February 2016.",108,"2016 CONCACAF Women's Olympic Qualifying Championship squads
Summary

The 2016 CONCACAF Women's Olympic Qualifying Championship was an international football tournament that was held in the United States between 10 and 21 February 2016. The 8 national teams involved in the tournament were required to register a squad of 20 players; only players in these squads were eligible to take part in the tournament.
Players marked (c) were named as captain for their national squad. Totals for caps and goals, club affiliations, and ages are as of the opening day of the tournament on 10 February 2016.",1.What was the total number of players that each national team was required to register for the 2016 CONCACAF Women's Olympic Qualifying Championship?,1.Each national team was required to register a squad of 20 players for the 2016 CONCACAF Women's Olympic Qualifying Championship.
2016 AFC Women's Olympic Qualifying Tournament,Summary,"The 2016 AFC Women's Olympic Qualifying Tournament was the 4th edition of the AFC Women's Olympic Qualifying Tournament, the quadrennial international football competition organised by the Asian Football Confederation (AFC) to determine which women's national teams from Asia qualify for the Olympic football tournament.
The top two teams of the tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil as the AFC representatives.
On 7 March 2016, with one round of matches remaining to be played, Australia and China were confirmed qualification to the Olympics.",113,"2016 AFC Women's Olympic Qualifying Tournament
Summary

The 2016 AFC Women's Olympic Qualifying Tournament was the 4th edition of the AFC Women's Olympic Qualifying Tournament, the quadrennial international football competition organised by the Asian Football Confederation (AFC) to determine which women's national teams from Asia qualify for the Olympic football tournament.
The top two teams of the tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil as the AFC representatives.
On 7 March 2016, with one round of matches remaining to be played, Australia and China were confirmed qualification to the Olympics.",1.What were the criteria for teams to qualify for the 2016 Summer Olympics women's football tournament in Brazil from the 2016 AFC Women's Olympic Qualifying Tournament?,1.The top two teams of the 2016 AFC Women's Olympic Qualifying Tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil as the AFC representatives.
2016 AFC Women's Olympic Qualifying Tournament,Teams,"A total of 18 AFC member national teams entered the qualifying stage. The format is as follows:

First round: The highest-ranked seven teams based on the FIFA Women's World Rankings at the time of the draw received byes. Teams ranked in the top five – Japan, Australia, North Korea, China PR, and South Korea – received byes to the final round, while teams ranked sixth and seventh – Thailand and Vietnam – received byes to the second round. The remaining 11 teams were drawn into two groups of four teams and one group of three teams, with the teams seeded according to their FIFA Rankings. In each group, teams played each other once at a centralised venue. The three group winners advanced to the second round.
Second round: The five teams (two teams who entered this round and the three winners from the first round) played each other once at a centralised venue. The winner advanced to the final round.
Final round: The six teams (five teams who entered this round and the winner from the second round) played each other once at a centralised venue. The top two teams qualified for the Olympic football tournament.
The draw for the qualifiers was held on 4 December 2014 at the AFC House in Kuala Lumpur, Malaysia.

Notes
1 Non-IOC member, ineligible for Olympics.",274,"2016 AFC Women's Olympic Qualifying Tournament
Teams

A total of 18 AFC member national teams entered the qualifying stage. The format is as follows:

First round: The highest-ranked seven teams based on the FIFA Women's World Rankings at the time of the draw received byes. Teams ranked in the top five – Japan, Australia, North Korea, China PR, and South Korea – received byes to the final round, while teams ranked sixth and seventh – Thailand and Vietnam – received byes to the second round. The remaining 11 teams were drawn into two groups of four teams and one group of three teams, with the teams seeded according to their FIFA Rankings. In each group, teams played each other once at a centralised venue. The three group winners advanced to the second round.
Second round: The five teams (two teams who entered this round and the three winners from the first round) played each other once at a centralised venue. The winner advanced to the final round.
Final round: The six teams (five teams who entered this round and the winner from the second round) played each other once at a centralised venue. The top two teams qualified for the Olympic football tournament.
The draw for the qualifiers was held on 4 December 2014 at the AFC House in Kuala Lumpur, Malaysia.

Notes
1 Non-IOC member, ineligible for Olympics.",1.What was the criteria for teams to receive byes in the 2016 AFC Women's Olympic Qualifying Tournament?,"1.The criteria for teams to receive byes in the 2016 AFC Women's Olympic Qualifying Tournament was based on the FIFA Women's World Rankings at the time of the draw. The top five ranked teams - Japan, Australia, North Korea, China PR, and South Korea - received byes to the final round, while the sixth and seventh ranked teams - Thailand and Vietnam - received byes to the second round."
2016 OFC Women's Olympic Qualifying Tournament,Summary,"The 2016 OFC Women's Olympic Qualifying Tournament was the 4th edition of the OFC Women's Olympic Qualifying Tournament, the quadrennial international football competition organised by the Oceania Football Confederation (OFC) to determine which women's national teams from Oceania qualify for the Olympic football tournament.
The tournament consisted of two stages. The first stage was the Pacific Games women's football tournament, where the highest-ranked team who is a member of the International Olympic Committee (IOC) advanced to the second stage. The second stage was a two-legged play-off between the first stage qualifier and New Zealand, OFC's highest ranked team in the FIFA Women's World Rankings. The winner of the second stage qualified for the 2016 Summer Olympics women's football tournament in Brazil.
New Zealand qualified for their third straight Olympics after the second leg of their final play-off against Papua New Guinea was cancelled due to visa issues preventing Papua New Guinea's team from travelling to New Zealand for the match.",210,"2016 OFC Women's Olympic Qualifying Tournament
Summary

The 2016 OFC Women's Olympic Qualifying Tournament was the 4th edition of the OFC Women's Olympic Qualifying Tournament, the quadrennial international football competition organised by the Oceania Football Confederation (OFC) to determine which women's national teams from Oceania qualify for the Olympic football tournament.
The tournament consisted of two stages. The first stage was the Pacific Games women's football tournament, where the highest-ranked team who is a member of the International Olympic Committee (IOC) advanced to the second stage. The second stage was a two-legged play-off between the first stage qualifier and New Zealand, OFC's highest ranked team in the FIFA Women's World Rankings. The winner of the second stage qualified for the 2016 Summer Olympics women's football tournament in Brazil.
New Zealand qualified for their third straight Olympics after the second leg of their final play-off against Papua New Guinea was cancelled due to visa issues preventing Papua New Guinea's team from travelling to New Zealand for the match.",1.What was the reason for the cancellation of the second leg of the final play-off between New Zealand and Papua New Guinea in the 2016 OFC Women's Olympic Qualifying Tournament?,1.The second leg of the final play-off between New Zealand and Papua New Guinea in the 2016 OFC Women's Olympic Qualifying Tournament was canceled due to visa issues that prevented Papua New Guinea's team from traveling to New Zealand for the match.
2016 OFC Women's Olympic Qualifying Tournament,Teams,"A total of eight OFC member national teams entered the tournament.

Notes
1 New Caledonia, who played in the first stage, are ineligible for the Olympics as they are not affiliated to the IOC. Had they won the first stage, the runner-up of the first stage would have advanced to the second stage.",70,"2016 OFC Women's Olympic Qualifying Tournament
Teams

A total of eight OFC member national teams entered the tournament.

Notes
1 New Caledonia, who played in the first stage, are ineligible for the Olympics as they are not affiliated to the IOC. Had they won the first stage, the runner-up of the first stage would have advanced to the second stage.",1.**Question:** How many OFC member national teams were eligible to qualify for the Olympics in the 2016 OFC Women's Olympic Qualifying Tournament?,"1.In the 2016 OFC Women's Olympic Qualifying Tournament, a total of seven OFC member national teams were eligible to qualify for the Olympics. New Caledonia, who played in the first stage, was ineligible for the Olympics as they are not affiliated with the IOC."
2016 UEFA Women's Olympic Qualifying Tournament,Summary,"The 2016 UEFA Women's Olympic Qualifying Tournament was an international football competition organised by UEFA to determine the final women's national team from Europe to qualify for the 2016 Summer Olympics women's football tournament in Brazil. The tournament was played between 2 and 9 March 2016 in the Netherlands.
Four teams participated in the tournament: Netherlands, Norway, Sweden and Switzerland. As the tournament winner, Sweden qualified for the last available Olympic spot from Europe, joining France and Germany, who had already qualified, as the three UEFA representatives.",107,"2016 UEFA Women's Olympic Qualifying Tournament
Summary

The 2016 UEFA Women's Olympic Qualifying Tournament was an international football competition organised by UEFA to determine the final women's national team from Europe to qualify for the 2016 Summer Olympics women's football tournament in Brazil. The tournament was played between 2 and 9 March 2016 in the Netherlands.
Four teams participated in the tournament: Netherlands, Norway, Sweden and Switzerland. As the tournament winner, Sweden qualified for the last available Olympic spot from Europe, joining France and Germany, who had already qualified, as the three UEFA representatives.",1.What teams participated in the 2016 UEFA Women's Olympic Qualifying Tournament?,"1.The teams that participated in the 2016 UEFA Women's Olympic Qualifying Tournament were:
- Netherlands
- Norway
- Sweden
- Switzerland"
2016 UEFA Women's Olympic Qualifying Tournament,Background,"Same as the qualification process for previous Olympics, UEFA used the FIFA Women's World Cup to determine which women's national teams from Europe qualify for the Olympic football tournament. The three teams from UEFA that progressed the furthest in the 2015 FIFA Women's World Cup played in Canada, other than ineligible England, would qualify for the 2016 Summer Olympics women's football tournament in Brazil. If teams in contention for the Olympic spots were eliminated in the same round, ties were not broken by their overall tournament record, and play-offs or a mini-tournament to decide the spots would be held provisionally in February/March 2016.
England were ineligible for the Olympics as they were not an Olympic nation, although Great Britain did compete in 2012 as the host nation. The Football Association had originally declared on 2 March 2015 its intention to enter and run teams on behalf of the British Olympic Association at the 2016 Olympics should England qualify. Following strong objections from the Scottish, Welsh and Northern Irish football associations, and a commitment from FIFA that they would not allow entry of a British team unless all four Home Nations agreed, the Football Association announced on 30 March 2015 that they would not seek entry into the Olympic tournament.
After Norway were eliminated by England in the round of 16 on 22 June 2015, it was confirmed that two of the three spots would go to quarter-finalists France and Germany because there could not be more than three eligible European teams in the quarter-finals. Eventually no other eligible European team reached the quarter-finals, so the four European teams eliminated in the round of 16 (Netherlands, Norway, Sweden and Switzerland) would compete in the UEFA play-off tournament to decide the last spot.
The last time a play-off was necessary to decide a European spot in the Olympic women's football tournament was when Sweden defeated Denmark over two legs to claim a place in the 2008 Olympics. Same as this time, had England been eligible to enter, they would have qualified as one of the top three UEFA teams in the 2007 FIFA Women's World Cup, rendering the play-off unnecessary.",422,"2016 UEFA Women's Olympic Qualifying Tournament
Background

Same as the qualification process for previous Olympics, UEFA used the FIFA Women's World Cup to determine which women's national teams from Europe qualify for the Olympic football tournament. The three teams from UEFA that progressed the furthest in the 2015 FIFA Women's World Cup played in Canada, other than ineligible England, would qualify for the 2016 Summer Olympics women's football tournament in Brazil. If teams in contention for the Olympic spots were eliminated in the same round, ties were not broken by their overall tournament record, and play-offs or a mini-tournament to decide the spots would be held provisionally in February/March 2016.
England were ineligible for the Olympics as they were not an Olympic nation, although Great Britain did compete in 2012 as the host nation. The Football Association had originally declared on 2 March 2015 its intention to enter and run teams on behalf of the British Olympic Association at the 2016 Olympics should England qualify. Following strong objections from the Scottish, Welsh and Northern Irish football associations, and a commitment from FIFA that they would not allow entry of a British team unless all four Home Nations agreed, the Football Association announced on 30 March 2015 that they would not seek entry into the Olympic tournament.
After Norway were eliminated by England in the round of 16 on 22 June 2015, it was confirmed that two of the three spots would go to quarter-finalists France and Germany because there could not be more than three eligible European teams in the quarter-finals. Eventually no other eligible European team reached the quarter-finals, so the four European teams eliminated in the round of 16 (Netherlands, Norway, Sweden and Switzerland) would compete in the UEFA play-off tournament to decide the last spot.
The last time a play-off was necessary to decide a European spot in the Olympic women's football tournament was when Sweden defeated Denmark over two legs to claim a place in the 2008 Olympics. Same as this time, had England been eligible to enter, they would have qualified as one of the top three UEFA teams in the 2007 FIFA Women's World Cup, rendering the play-off unnecessary.",1.What was the reason for England being ineligible for the 2016 Olympics women's football tournament?,1.England was ineligible for the 2016 Olympics women's football tournament because they were not considered an Olympic nation.
2016 CONCACAF Women's Olympic Qualifying Championship,Summary,"The 2016 CONCACAF Women's Olympic Qualifying Championship was the 4th edition of the CONCACAF Women's Olympic Qualifying Tournament, the quadrennial international football tournament organized by CONCACAF to determine which women's national teams from the North, Central American and Caribbean region qualify for the Olympic football tournament. CONCACAF announced on 12 August 2015 that the United States would host the tournament between 10–21 February 2016 in Houston and Frisco, Texas. A total of eight teams played in the tournament.
The top two teams of the tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil as the CONCACAF representatives.
The United States won the tournament with a 2–0 final win over Canada. Both teams qualified for the Olympics, their sixth and third in a row respectively.",168,"2016 CONCACAF Women's Olympic Qualifying Championship
Summary

The 2016 CONCACAF Women's Olympic Qualifying Championship was the 4th edition of the CONCACAF Women's Olympic Qualifying Tournament, the quadrennial international football tournament organized by CONCACAF to determine which women's national teams from the North, Central American and Caribbean region qualify for the Olympic football tournament. CONCACAF announced on 12 August 2015 that the United States would host the tournament between 10–21 February 2016 in Houston and Frisco, Texas. A total of eight teams played in the tournament.
The top two teams of the tournament qualified for the 2016 Summer Olympics women's football tournament in Brazil as the CONCACAF representatives.
The United States won the tournament with a 2–0 final win over Canada. Both teams qualified for the Olympics, their sixth and third in a row respectively.",1.What was the final score of the 2016 CONCACAF Women's Olympic Qualifying Championship final match between the United States and Canada?,1.The final score of the 2016 CONCACAF Women's Olympic Qualifying Championship final match between the United States and Canada was 2-0 in favor of the United States.
2016 CONCACAF Women's Olympic Qualifying Championship,Qualification,"The eight berths were allocated to the three regional zones as follows:

Three teams from the North American Zone (NAFU), i.e., Canada, Mexico and the hosts United States, who all qualified automatically due to being the only teams in the zone
Two teams from the Central American Zone (UNCAF)
Three teams from the Caribbean Zone (CFU)
Regional qualification tournaments were held to determine the five teams joining Canada, Mexico, and the United States at the final tournament.",106,"2016 CONCACAF Women's Olympic Qualifying Championship
Qualification

The eight berths were allocated to the three regional zones as follows:

Three teams from the North American Zone (NAFU), i.e., Canada, Mexico and the hosts United States, who all qualified automatically due to being the only teams in the zone
Two teams from the Central American Zone (UNCAF)
Three teams from the Caribbean Zone (CFU)
Regional qualification tournaments were held to determine the five teams joining Canada, Mexico, and the United States at the final tournament.",1.What were the criteria for teams to qualify for the 2016 CONCACAF Women's Olympic Qualifying Championship?,"1.Teams could qualify for the 2016 CONCACAF Women's Olympic Qualifying Championship through regional qualification tournaments. Three teams from the North American Zone (NAFU) qualified automatically, while two teams from the Central American Zone (UNCAF) and three teams from the Caribbean Zone (CFU) earned their spots through these regional qualification tournaments."
Football at the 2016 Summer Olympics – Men's tournament final,Summary,"The 2016 Summer Olympic football gold medal match was a football match to determine the gold medal winners of men's football tournament at the 2016 Summer Olympics. The match was the 24th final of the men's football tournament at the Olympics, a quadrennial tournament contested by the men's national teams of the member associations of FIFA to decide the Olympic champions. The match was held at Maracanã Stadium in Rio de Janeiro, Brazil, on 20 August 2016, and it was played between hosts Brazil and Germany.",106,"Football at the 2016 Summer Olympics – Men's tournament final
Summary

The 2016 Summer Olympic football gold medal match was a football match to determine the gold medal winners of men's football tournament at the 2016 Summer Olympics. The match was the 24th final of the men's football tournament at the Olympics, a quadrennial tournament contested by the men's national teams of the member associations of FIFA to decide the Olympic champions. The match was held at Maracanã Stadium in Rio de Janeiro, Brazil, on 20 August 2016, and it was played between hosts Brazil and Germany.",1.What teams played in the 2016 Summer Olympic football gold medal match for the men's tournament?,1.The teams that played in the 2016 Summer Olympic football gold medal match for the men's tournament were Brazil and Germany.
Football at the 2016 Summer Olympics – Men's tournament final,Background,"Both teams were seeking their first Olympic gold medal in the sport despite having won the FIFA World Cup nine times between them. Since the Olympic men's football was restricted to an under-23 tournament in 1992, Brazil had played in only one gold medal match, losing to Mexico in 2012. Germany, as a unified team or country, played in their first ever Olympic gold medal match. However, the former East Germany senior team won in 1976, before losing to Czechoslovakia in 1980.
The match was the first time the two nations had faced each other in a major tournament since Germany knocked out host Brazil in the semi-finals of the 2014 FIFA World Cup in Belo Horizonte, beating them 7–1 – Brazil's worst margin of defeat in a World Cup match. 
Both opposing coaches — Rogerio Micale for Brazil and Horst Hrubesch for Germany — downplayed the fact that the gold medal match was a rematch of the World Cup semi-final, dubbed the Mineiraço ([minejˈɾasu]) in Brazil in reference to the Mineirão stadium, which was the venue. Only two players – one on each team – had been in the World Cup squads but had not played in the semi-final. Neymar had been ruled out injured after he suffered a fractured vertebra in a collision with Colombia's Juan Zuniga in the quarter-finals, while Matthias Ginter was an unused substitute.
The two countries had also met at senior level in the 2002 FIFA World Cup final, with Brazil prevailing 2–0 at the International Stadium Yokohama. Germany was seeking to become the first nation to win Olympic gold in both men's and women's football, having become the first nation to play in both finals at the same Games and having won the women's tournament the previous day.",376,"Football at the 2016 Summer Olympics – Men's tournament final
Background

Both teams were seeking their first Olympic gold medal in the sport despite having won the FIFA World Cup nine times between them. Since the Olympic men's football was restricted to an under-23 tournament in 1992, Brazil had played in only one gold medal match, losing to Mexico in 2012. Germany, as a unified team or country, played in their first ever Olympic gold medal match. However, the former East Germany senior team won in 1976, before losing to Czechoslovakia in 1980.
The match was the first time the two nations had faced each other in a major tournament since Germany knocked out host Brazil in the semi-finals of the 2014 FIFA World Cup in Belo Horizonte, beating them 7–1 – Brazil's worst margin of defeat in a World Cup match. 
Both opposing coaches — Rogerio Micale for Brazil and Horst Hrubesch for Germany — downplayed the fact that the gold medal match was a rematch of the World Cup semi-final, dubbed the Mineiraço ([minejˈɾasu]) in Brazil in reference to the Mineirão stadium, which was the venue. Only two players – one on each team – had been in the World Cup squads but had not played in the semi-final. Neymar had been ruled out injured after he suffered a fractured vertebra in a collision with Colombia's Juan Zuniga in the quarter-finals, while Matthias Ginter was an unused substitute.
The two countries had also met at senior level in the 2002 FIFA World Cup final, with Brazil prevailing 2–0 at the International Stadium Yokohama. Germany was seeking to become the first nation to win Olympic gold in both men's and women's football, having become the first nation to play in both finals at the same Games and having won the women's tournament the previous day.",1.What was the significance of the 2016 Summer Olympics Men's football final between Brazil and Germany?,"1.The significance of the 2016 Summer Olympics Men's football final between Brazil and Germany was that both teams were seeking their first Olympic gold medal in the sport despite their success in the FIFA World Cup. It was a rematch of the 2014 FIFA World Cup semi-final where Germany defeated Brazil 7-1, Brazil's worst margin of defeat in a World Cup match. The final was also notable as Germany was aiming to become the first nation to win Olympic gold in both men's and women's football."
Football at the 2016 Summer Olympics – Men's tournament – Group C,Summary,"Group C of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Fiji, Germany, Mexico and South Korea. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3).",58,"Football at the 2016 Summer Olympics – Men's tournament – Group C
Summary

Group C of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Fiji, Germany, Mexico and South Korea. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3).",1.**Question:** Which teams were part of Group C in the men's football tournament at the 2016 Summer Olympics?,"1.The teams that were part of Group C in the men's football tournament at the 2016 Summer Olympics were Fiji, Germany, Mexico, and South Korea."
Football at the 2016 Summer Olympics – Men's tournament – Group D,Summary,"Group D of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Algeria, Argentina, Honduras and Portugal. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3).",57,"Football at the 2016 Summer Olympics – Men's tournament – Group D
Summary

Group D of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Algeria, Argentina, Honduras and Portugal. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3).",1.**Question:** Which teams were part of Group D in the men's football tournament at the 2016 Summer Olympics?,"1.The teams that were part of Group D in the men's football tournament at the 2016 Summer Olympics were Algeria, Argentina, Honduras, and Portugal."
Football at the 2016 Summer Olympics – Women's tournament,Summary,"The women's football tournament at the 2016 Summer Olympics was held from 3 to 19 August 2016. It was the 6th edition of the women's Olympic football tournament. Together with the men's competition, the 2016 Summer Olympics football tournament was held in six cities in Brazil, including Olympic host city Rio de Janeiro, which hosted the final at the Maracanã Stadium. There were no player age restrictions for teams participating in the women's competition.
In March 2016, it was agreed that the competition would be part of IFAB's trial to allow a fourth substitute to be made during extra time. 2012 gold medalists the United States, were eliminated in a loss against Sweden in a penalty shoot-out in the quarter-finals. This marked the first time that the United States has not progressed to the semi-finals in a major international tournament. For the first time since the introduction of the women's tournament in 1996, three matches in the knockout stage were decided by a penalty shoot-out (two quarter-finals and one semi-final).
Germany won their first gold medal by defeating Sweden 2–1 in the final.
Canada won bronze after beating host Brazil with the same scoreline in the bronze medal game.",249,"Football at the 2016 Summer Olympics – Women's tournament
Summary

The women's football tournament at the 2016 Summer Olympics was held from 3 to 19 August 2016. It was the 6th edition of the women's Olympic football tournament. Together with the men's competition, the 2016 Summer Olympics football tournament was held in six cities in Brazil, including Olympic host city Rio de Janeiro, which hosted the final at the Maracanã Stadium. There were no player age restrictions for teams participating in the women's competition.
In March 2016, it was agreed that the competition would be part of IFAB's trial to allow a fourth substitute to be made during extra time. 2012 gold medalists the United States, were eliminated in a loss against Sweden in a penalty shoot-out in the quarter-finals. This marked the first time that the United States has not progressed to the semi-finals in a major international tournament. For the first time since the introduction of the women's tournament in 1996, three matches in the knockout stage were decided by a penalty shoot-out (two quarter-finals and one semi-final).
Germany won their first gold medal by defeating Sweden 2–1 in the final.
Canada won bronze after beating host Brazil with the same scoreline in the bronze medal game.",1.What was the final score in the women's football tournament at the 2016 Summer Olympics?,1.Germany won the women's football tournament at the 2016 Summer Olympics by defeating Sweden 2–1 in the final.
Football at the 2016 Summer Olympics – Men's tournament – Group B,Summary,"Group B of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Colombia, Japan, Nigeria and Sweden. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",80,"Football at the 2016 Summer Olympics – Men's tournament – Group B
Summary

Group B of the men's football tournament at the 2016 Summer Olympics was played from 4 to 10 August 2016, and included Colombia, Japan, Nigeria and Sweden. The top two teams advanced to the knockout stage.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",1.**Question:** Which teams were part of Group B in the men's football tournament at the 2016 Summer Olympics?,"1.- Colombia
- Japan
- Nigeria
- Sweden"
Football at the 2016 Summer Olympics – Women's tournament – Group G,Summary,"Group G of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included Colombia, France, New Zealand and United States.  The top two teams advanced to the knockout stage, while the third-placed team will also advance if they are among the two best third-placed teams among all three groups.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",108,"Football at the 2016 Summer Olympics – Women's tournament – Group G
Summary

Group G of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included Colombia, France, New Zealand and United States.  The top two teams advanced to the knockout stage, while the third-placed team will also advance if they are among the two best third-placed teams among all three groups.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",1.**Question:** Which teams were part of Group G in the women's football tournament at the 2016 Summer Olympics?,"1.The teams that were part of Group G in the women's football tournament at the 2016 Summer Olympics were Colombia, France, New Zealand, and the United States."
Football at the 2016 Summer Olympics – Men's tournament – Knockout stage,Summary,"The knockout stage of the men's football tournament at the 2016 Summer Olympics was played from 13 to 20 August 2016. The top two teams from each group in the group stage qualified for the knockout stage.
All times are local, BRT (UTC−3).",57,"Football at the 2016 Summer Olympics – Men's tournament – Knockout stage
Summary

The knockout stage of the men's football tournament at the 2016 Summer Olympics was played from 13 to 20 August 2016. The top two teams from each group in the group stage qualified for the knockout stage.
All times are local, BRT (UTC−3).",1.**Question:** When was the knockout stage of the men's football tournament at the 2016 Summer Olympics played?,1.The knockout stage of the men's football tournament at the 2016 Summer Olympics was played from 13 to 20 August 2016.
Football at the 2016 Summer Olympics – Women's tournament – Group E,Summary,"Group E of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included hosts Brazil, China, South Africa and Sweden. The top two teams advanced to the knockout stage, while the third-placed team also advanced if they were among the two best third-placed teams among all three groups.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",106,"Football at the 2016 Summer Olympics – Women's tournament – Group E
Summary

Group E of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included hosts Brazil, China, South Africa and Sweden. The top two teams advanced to the knockout stage, while the third-placed team also advanced if they were among the two best third-placed teams among all three groups.
All times are BRT (UTC−3). For matches in Manaus, which is in AMT (UTC−4), local times are listed in parentheses.",1.What were the teams in Group E of the women's football tournament at the 2016 Summer Olympics?,"1.The teams in Group E of the women's football tournament at the 2016 Summer Olympics were:
- Brazil
- China
- South Africa
- Sweden"
Football at the 2016 Summer Olympics – Women's tournament – Group F,Summary,"Group F of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included Australia, Canada, Germany and Zimbabwe. The top two teams advanced to the knockout stage, while the third-placed team Australia also advanced because they were among the two best third-placed teams among all three groups.
All times are BRT (UTC−3).",82,"Football at the 2016 Summer Olympics – Women's tournament – Group F
Summary

Group F of the women's football tournament at the 2016 Summer Olympics was played from 3 to 9 August 2016, and included Australia, Canada, Germany and Zimbabwe. The top two teams advanced to the knockout stage, while the third-placed team Australia also advanced because they were among the two best third-placed teams among all three groups.
All times are BRT (UTC−3).",1.**Question:** Which teams were part of Group F in the women's football tournament at the 2016 Summer Olympics?,"1.The teams that were part of Group F in the women's football tournament at the 2016 Summer Olympics were Australia, Canada, Germany, and Zimbabwe."
